icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_arrival_time_utc,observed_arrival_hour_utc
aab202,AAL94,1772845582,1772868711,KJFK,LEMD,2026-03-07 07:31:51+00:00,2026-03-07 07:00:00+00:00
48c225,RYR96SV,1772859124,1772868597,LHBP,LEMD,2026-03-07 07:29:57+00:00,2026-03-07 07:00:00+00:00
347288,IBE05BT,1772865555,1772868537,LPPT,LEMD,2026-03-07 07:28:57+00:00,2026-03-07 07:00:00+00:00
4ca56c,RYR9494,1772862585,1772868417,LIRP,LEMD,2026-03-07 07:26:57+00:00,2026-03-07 07:00:00+00:00
347453,IBE06RR,1772861217,1772868149,LIPZ,LEMD,2026-03-07 07:22:29+00:00,2026-03-07 07:00:00+00:00
344416,IBS1632,1772860581,1772868065,,LEMD,2026-03-07 07:21:05+00:00,2026-03-07 07:00:00+00:00
344346,IBE03PP,1772838615,1772867810,KMCO,LEMD,2026-03-07 07:16:50+00:00,2026-03-07 07:00:00+00:00
3451da,ANE10CM,1772864073,1772867669,,LEMD,2026-03-07 07:14:29+00:00,2026-03-07 07:00:00+00:00
4d22a0,LER2920,1772841539,1772867657,,LEMD,2026-03-07 07:14:17+00:00,2026-03-07 07:00:00+00:00
4d20fb,WMT7EB,1772860268,1772867545,LIPZ,LEMD,2026-03-07 07:12:25+00:00,2026-03-07 07:00:00+00:00
344417,IBE04DW,1772864549,1772867369,LEBL,LEMD,2026-03-07 07:09:29+00:00,2026-03-07 07:00:00+00:00
48c226,RYR4JG,1772864493,1772867206,LPPR,LEMD,2026-03-07 07:06:46+00:00,2026-03-07 07:00:00+00:00
344218,ANE63YF,1772862552,1772867159,,LEMD,2026-03-07 07:05:59+00:00,2026-03-07 07:00:00+00:00
4d2382,RYR32DR,1772858403,1772866889,LMML,LEMD,2026-03-07 07:01:29+00:00,2026-03-07 07:00:00+00:00
4b1a66,EJU46BT,1772860693,1772866749,LSZM,LEMD,2026-03-07 06:59:09+00:00,2026-03-07 06:00:00+00:00
4d24d8,WMT3924,1772860012,1772866525,LIRF,LEMD,2026-03-07 06:55:25+00:00,2026-03-07 06:00:00+00:00
345698,ANE1186,1772861527,1772866325,LFLL,LEMD,2026-03-07 06:52:05+00:00,2026-03-07 06:00:00+00:00
344449,IBE04GG,1772863313,1772865951,LEVX,LEMD,2026-03-07 06:45:51+00:00,2026-03-07 06:00:00+00:00
347344,IBE0442,1772863546,1772865869,,LEMD,2026-03-07 06:44:29+00:00,2026-03-07 06:00:00+00:00
7815d9,CBJ605,1772828667,1772865772,,LEMD,2026-03-07 06:42:52+00:00,2026-03-07 06:00:00+00:00
e4998a,PSRDR,1772841215,1772865592,KPHL,LEMD,2026-03-07 06:39:52+00:00,2026-03-07 06:00:00+00:00
344648,IBE0486,1772862789,1772865475,LEAS,LEMD,2026-03-07 06:37:55+00:00,2026-03-07 06:00:00+00:00
3475d5,IBE06AV,1772860193,1772865416,LSGG,LEMD,2026-03-07 06:36:56+00:00,2026-03-07 06:00:00+00:00
3452c8,ANE1174,1772861049,1772865290,LFML,LEMD,2026-03-07 06:34:50+00:00,2026-03-07 06:00:00+00:00
341682,IBS1680,1772861735,1772865029,LEPA,LEMD,2026-03-07 06:30:29+00:00,2026-03-07 06:00:00+00:00
347308,SWT180P,1772861612,1772864893,LFBO,LEMD,2026-03-07 06:28:13+00:00,2026-03-07 06:00:00+00:00
781de5,CES709,1772828980,1772864729,,LEMD,2026-03-07 06:25:29+00:00,2026-03-07 06:00:00+00:00
34604e,IBE03SV,1772836753,1772864657,KMIA,LEMD,2026-03-07 06:24:17+00:00,2026-03-07 06:00:00+00:00
ab84ab,DAL126,1772841577,1772864458,KJFK,LEMD,2026-03-07 06:20:58+00:00,2026-03-07 06:00:00+00:00
348395,IBE03LG,1772836512,1772864335,TJSJ,LEMD,2026-03-07 06:18:55+00:00,2026-03-07 06:00:00+00:00
344297,AEA5032,1772860880,1772863647,LEMG,LEMD,2026-03-07 06:07:27+00:00,2026-03-07 06:00:00+00:00
347459,IBE0266,1772836987,1772863379,,LEMD,2026-03-07 06:02:59+00:00,2026-03-07 06:00:00+00:00
4d2470,SVA929,1772798215,1772863151,VHHH,LEMD,2026-03-07 05:59:11+00:00,2026-03-07 05:00:00+00:00
3c5428,BCS10K,1772854257,1772862724,EDDP,LEMD,2026-03-07 05:52:04+00:00,2026-03-07 05:00:00+00:00
343694,ANE1084,1772860738,1772862567,LEVC,LEMD,2026-03-07 05:49:27+00:00,2026-03-07 05:00:00+00:00
780d8f,CAO8439,1772853026,1772859865,EBLG,LEMD,2026-03-07 05:04:25+00:00,2026-03-07 05:00:00+00:00
440bce,BCS3WP,1772852378,1772859764,EGNX,LEMD,2026-03-07 05:02:44+00:00,2026-03-07 05:00:00+00:00
406d69,NPT734P,1772852038,1772859619,EGNX,LEMD,2026-03-07 05:00:19+00:00,2026-03-07 05:00:00+00:00
aa8315,AAL68,1772830957,1772859445,KMIA,LEMD,2026-03-07 04:57:25+00:00,2026-03-07 04:00:00+00:00
347659,IBE0304,1772824091,1772859265,MMMX,LEMD,2026-03-07 04:54:25+00:00,2026-03-07 04:00:00+00:00
34520b,IBE0170,1772821917,1772858605,,LEMD,2026-03-07 04:43:25+00:00,2026-03-07 04:00:00+00:00
348547,IBE0140,1772850876,1772858411,,LEMD,2026-03-07 04:40:11+00:00,2026-03-07 04:00:00+00:00
346146,IBE0102,1772818684,1772858022,SAEZ,LEMD,2026-03-07 04:33:42+00:00,2026-03-07 04:00:00+00:00
aac337,AAL748,1772831063,1772857765,KCLT,LEMD,2026-03-07 04:29:25+00:00,2026-03-07 04:00:00+00:00
34520f,IBE0268,1772823651,1772857619,,LEMD,2026-03-07 04:26:59+00:00,2026-03-07 04:00:00+00:00
347388,IBE0118,1772848743,1772857348,,LEMD,2026-03-07 04:22:28+00:00,2026-03-07 04:00:00+00:00
040123,ETH740,1772795896,1772856803,VGZR,LEMD,2026-03-07 04:13:23+00:00,2026-03-07 04:00:00+00:00
347386,IBE0124,1772822473,1772856046,,LEMD,2026-03-07 04:00:46+00:00,2026-03-07 04:00:00+00:00
3483c9,IBE0156,1772848906,1772855817,,LEMD,2026-03-07 03:56:57+00:00,2026-03-07 03:00:00+00:00
4ba9fa,THY6447,1772842674,1772854791,LTFM,LEMD,2026-03-07 03:39:51+00:00,2026-03-07 03:00:00+00:00
3c542c,BCS7CK,1772849030,1772854547,LIMC,LEMD,2026-03-07 03:35:47+00:00,2026-03-07 03:00:00+00:00
aa104e,AMX036,1772820663,1772854407,,LEMD,2026-03-07 03:33:27+00:00,2026-03-07 03:00:00+00:00
346310,AEA176,1772818624,1772854212,,LEMD,2026-03-07 03:30:12+00:00,2026-03-07 03:00:00+00:00
3482d6,AEA058,1772821882,1772854095,,LEMD,2026-03-07 03:28:15+00:00,2026-03-07 03:00:00+00:00
34558f,AEA024,1772817079,1772853265,,LEMD,2026-03-07 03:14:25+00:00,2026-03-07 03:00:00+00:00
347692,AEA042,1772813583,1772853085,SAEZ,LEMD,2026-03-07 03:11:25+00:00,2026-03-07 03:00:00+00:00
3450d8,AEA040,1772760262,1772852766,LEMD,LEMD,2026-03-07 03:06:06+00:00,2026-03-07 03:00:00+00:00
aace63,AVA026,1772824540,1772852455,,LEMD,2026-03-07 03:00:55+00:00,2026-03-07 03:00:00+00:00
345292,SWT770P,1772846024,1772852006,LIMC,LEMD,2026-03-07 02:53:26+00:00,2026-03-07 02:00:00+00:00
342059,IBE0922,1772837322,1772850974,GOBD,LEMD,2026-03-07 02:36:14+00:00,2026-03-07 02:00:00+00:00
3e2274,PAV691,1772842505,1772850244,EGBB,LEMD,2026-03-07 02:24:04+00:00,2026-03-07 02:00:00+00:00
463777,FSF857U,1772839246,1772848226,LFPB,LEMD,2026-03-07 01:50:26+00:00,2026-03-07 01:00:00+00:00
3455d5,IBE0278,1772809308,1772843114,SBGL,LEMD,2026-03-07 00:25:14+00:00,2026-03-07 00:00:00+00:00
346204,IBE1402,1772840013,1772842643,LEVX,LEMD,2026-03-07 00:17:23+00:00,2026-03-07 00:00:00+00:00
347646,IBB9902,1772834921,1772842438,,LEMD,2026-03-07 00:13:58+00:00,2026-03-07 00:00:00+00:00
