icao24,callsign,first_seen_unix,last_seen_unix,departure_airport_icao,arrival_airport_icao,observed_departure_time_utc,observed_departure_hour_utc
aabbd0,AVA015,1772894990,1772926504,LEMD,,2026-03-07 14:49:50+00:00,2026-03-07 14:00:00+00:00
345388,ANE3010,1772894918,1772896709,LEMD,LEPP,2026-03-07 14:48:38+00:00,2026-03-07 14:00:00+00:00
3451da,ANE1043,1772894633,1772898110,LEMD,,2026-03-07 14:43:53+00:00,2026-03-07 14:00:00+00:00
348084,AEA71TD,1772894580,1772901861,LEMD,,2026-03-07 14:43:00+00:00,2026-03-07 14:00:00+00:00
34840a,AEA26SA,1772894525,1772901054,LEMD,EBBR,2026-03-07 14:42:05+00:00,2026-03-07 14:00:00+00:00
347307,AEA45YH,1772894466,1772897938,LEMD,LECO,2026-03-07 14:41:06+00:00,2026-03-07 14:00:00+00:00
344216,AEA97CU,1772894376,1772896915,LEMD,LEAL,2026-03-07 14:39:36+00:00,2026-03-07 14:00:00+00:00
344341,AEA98HT,1772894310,1772902075,LEMD,,2026-03-07 14:38:30+00:00,2026-03-07 14:00:00+00:00
4ca9c3,RYR40WN,1772894199,1772900928,LEMD,EGSS,2026-03-07 14:36:39+00:00,2026-03-07 14:00:00+00:00
495302,TAP15NC,1772894102,1772897543,LEMD,LPPT,2026-03-07 14:35:02+00:00,2026-03-07 14:00:00+00:00
34750a,AEA21PG,1772894066,1772896093,LEMD,LEVC,2026-03-07 14:34:26+00:00,2026-03-07 14:00:00+00:00
34750f,AEA42QK,1772894016,1772901172,LEMD,LIPZ,2026-03-07 14:33:36+00:00,2026-03-07 14:00:00+00:00
4d2279,RYR9RP,1772893988,1772897747,LEMD,,2026-03-07 14:33:08+00:00,2026-03-07 14:00:00+00:00
347309,AEA78QJ,1772893890,1772896549,LEMD,LPPR,2026-03-07 14:31:30+00:00,2026-03-07 14:00:00+00:00
348541,AEA1509,1772893772,1772900994,LEMD,EDDF,2026-03-07 14:29:32+00:00,2026-03-07 14:00:00+00:00
34750b,AEA82YB,1772893669,1772895201,LEMD,,2026-03-07 14:27:49+00:00,2026-03-07 14:00:00+00:00
3453cc,AEA1047,1772893620,1772900770,LEMD,LIRF,2026-03-07 14:27:00+00:00,2026-03-07 14:00:00+00:00
4caf2b,RYR69PC,1772893537,1772899884,LEMD,ELLX,2026-03-07 14:25:37+00:00,2026-03-07 14:00:00+00:00
34538e,AEA14UN,1772893535,1772896731,LEMD,LEMG,2026-03-07 14:25:35+00:00,2026-03-07 14:00:00+00:00
346083,AEA57RJ,1772893476,1772899737,LEMD,LIMC,2026-03-07 14:24:36+00:00,2026-03-07 14:00:00+00:00
3475d5,IBE0719,1772893386,1772899868,LEMD,EGLL,2026-03-07 14:23:06+00:00,2026-03-07 14:00:00+00:00
348412,AEA19MG,1772893354,1772900219,LEMD,EHAM,2026-03-07 14:22:34+00:00,2026-03-07 14:00:00+00:00
348085,AEA71PC,1772893320,1772899288,LEMD,EGKK,2026-03-07 14:22:00+00:00,2026-03-07 14:00:00+00:00
34745a,AEA21FZ,1772893260,1772899604,LEMD,LSZH,2026-03-07 14:21:00+00:00,2026-03-07 14:00:00+00:00
344487,AEA97VW,1772893173,1772896616,LEMD,LEPA,2026-03-07 14:19:33+00:00,2026-03-07 14:00:00+00:00
34628d,IBE0125,1772893158,1772931059,LEMD,,2026-03-07 14:19:18+00:00,2026-03-07 14:00:00+00:00
348441,AEA63MK,1772893082,1772900176,LEMD,EDDM,2026-03-07 14:18:02+00:00,2026-03-07 14:00:00+00:00
48c22f,RYR6KW,1772893024,1772899602,LEMD,,2026-03-07 14:17:04+00:00,2026-03-07 14:00:00+00:00
010246,MSR754,1772892993,1772906787,LEMD,,2026-03-07 14:16:33+00:00,2026-03-07 14:00:00+00:00
4cad3e,RYR28FF,1772892915,1772899298,LEMD,LIMC,2026-03-07 14:15:15+00:00,2026-03-07 14:00:00+00:00
347488,WFL3503,1772892876,1772901479,LEMD,,2026-03-07 14:14:36+00:00,2026-03-07 14:00:00+00:00
4cac53,RYR2419,1772892825,1772901970,LEMD,EDDB,2026-03-07 14:13:45+00:00,2026-03-07 14:00:00+00:00
347481,AEA13PP,1772892750,1772895264,LEMD,LEVX,2026-03-07 14:12:30+00:00,2026-03-07 14:00:00+00:00
04008c,ETH3753,1772892699,1772935596,LEMD,,2026-03-07 14:11:39+00:00,2026-03-07 14:00:00+00:00
48c1a1,RYR34YH,1772892646,1772896827,LEMD,,2026-03-07 14:10:46+00:00,2026-03-07 14:00:00+00:00
896190,UAE51P,1772892556,1772916337,LEMD,OMDB,2026-03-07 14:09:16+00:00,2026-03-07 14:00:00+00:00
346082,AEA86DN,1772892544,1772895989,LEMD,LPPT,2026-03-07 14:09:04+00:00,2026-03-07 14:00:00+00:00
4bb075,THY24S,1772892420,1772905200,LEMD,LTFM,2026-03-07 14:07:00+00:00,2026-03-07 14:00:00+00:00
3e2649,PAV671H,1772892203,1772895793,LEMD,LEBL,2026-03-07 14:03:23+00:00,2026-03-07 14:00:00+00:00
3c648b,DLH67T,1772891961,1772899267,LEMD,EDDF,2026-03-07 13:59:21+00:00,2026-03-07 13:00:00+00:00
348390,PUE221,1772891956,1772927277,LEMD,,2026-03-07 13:59:16+00:00,2026-03-07 13:00:00+00:00
34134d,IBE05AL,1772891416,1772896586,LEMD,LFPO,2026-03-07 13:50:16+00:00,2026-03-07 13:00:00+00:00
3453c1,AEA31YT,1772891290,1772896358,LEMD,LFPO,2026-03-07 13:48:10+00:00,2026-03-07 13:00:00+00:00
346188,VLG1499,1772891012,1772897405,LEMD,LIAT,2026-03-07 13:43:32+00:00,2026-03-07 13:00:00+00:00
3472c9,IBS15WA,1772890801,1772898493,LEMD,,2026-03-07 13:40:01+00:00,2026-03-07 13:00:00+00:00
01026f,MSC3104,1772890764,1772901259,LEMD,,2026-03-07 13:39:24+00:00,2026-03-07 13:00:00+00:00
ab5365,DAL109,1772890627,1772923240,LEMD,KATL,2026-03-07 13:37:07+00:00,2026-03-07 13:00:00+00:00
4d24a1,VJT409,1772890578,1772896917,LEMD,,2026-03-07 13:36:18+00:00,2026-03-07 13:00:00+00:00
01015c,MSR2754,1772890452,1772900933,LEMD,,2026-03-07 13:34:12+00:00,2026-03-07 13:00:00+00:00
7811a5,CCA865,1772890408,1772922564,LEMD,,2026-03-07 13:33:28+00:00,2026-03-07 13:00:00+00:00
4d2386,RYR53BN,1772889892,1772899297,LEMD,LKPR,2026-03-07 13:24:52+00:00,2026-03-07 13:00:00+00:00
344498,IBS16UT,1772889810,1772893595,LEMD,LEPA,2026-03-07 13:23:30+00:00,2026-03-07 13:00:00+00:00
0d0a9b,AMX039,1772889197,1772928407,LEMD,,2026-03-07 13:13:17+00:00,2026-03-07 13:00:00+00:00
39ceaf,TVF57QT,1772889130,1772894369,LEMD,LFPO,2026-03-07 13:12:10+00:00,2026-03-07 13:00:00+00:00
4cac86,RYR655P,1772888221,1772895088,LEMD,,2026-03-07 12:57:01+00:00,2026-03-07 12:00:00+00:00
e494f1,AZU8755,1772887921,1772926521,LEMD,SBKP,2026-03-07 12:52:01+00:00,2026-03-07 12:00:00+00:00
343385,IBS16BW,1772887844,1772912425,LEMD,LEMD,2026-03-07 12:50:44+00:00,2026-03-07 12:00:00+00:00
4cadbd,RYR8FJ,1772887652,1772890424,LEMD,LPPR,2026-03-07 12:47:32+00:00,2026-03-07 12:00:00+00:00
4ca7b3,RYR89ED,1772887578,1772894726,LEMD,EGSS,2026-03-07 12:46:18+00:00,2026-03-07 12:00:00+00:00
34520f,IBE03PD,1772887429,1772920702,LEMD,KORD,2026-03-07 12:43:49+00:00,2026-03-07 12:00:00+00:00
34754d,IBE0307,1772887285,1772927258,LEMD,MMMX,2026-03-07 12:41:25+00:00,2026-03-07 12:00:00+00:00
4ca6a4,RYR2952,1772887093,1772893738,LEMD,EBBR,2026-03-07 12:38:13+00:00,2026-03-07 12:00:00+00:00
4ca646,RYR58QH,1772886967,1772890498,LEMD,LEPA,2026-03-07 12:36:07+00:00,2026-03-07 12:00:00+00:00
4caa61,RYR9UZ,1772886904,1772890289,LEMD,GMTN,2026-03-07 12:35:04+00:00,2026-03-07 12:00:00+00:00
347287,IBE07AH,1772886782,1772893238,LEMD,EGLL,2026-03-07 12:33:02+00:00,2026-03-07 12:00:00+00:00
4867c0,KLM1504,1772886603,1772893619,LEMD,EHAM,2026-03-07 12:30:03+00:00,2026-03-07 12:00:00+00:00
3472cc,IBE06MF,1772886518,1772893477,LEMD,LIRF,2026-03-07 12:28:38+00:00,2026-03-07 12:00:00+00:00
407e56,HGO634P,1772886309,1772893206,LEMD,EGNX,2026-03-07 12:25:09+00:00,2026-03-07 12:00:00+00:00
46b82b,AEE7MA,1772886245,1772897092,LEMD,LGAV,2026-03-07 12:24:05+00:00,2026-03-07 12:00:00+00:00
ab10cb,AAL741,1772886143,1772913539,LEMD,KPHL,2026-03-07 12:22:23+00:00,2026-03-07 12:00:00+00:00
347306,AEA15GV,1772886105,1772888785,LEMD,LEIB,2026-03-07 12:21:45+00:00,2026-03-07 12:00:00+00:00
7815d9,CBJ606,1772886053,1772994439,LEMD,YMML,2026-03-07 12:20:53+00:00,2026-03-07 12:00:00+00:00
01024e,MSC3110,1772886018,1772896348,LEMD,,2026-03-07 12:20:18+00:00,2026-03-07 12:00:00+00:00
344449,IBE04EB,1772885623,1772888838,LEMD,LEBL,2026-03-07 12:13:43+00:00,2026-03-07 12:00:00+00:00
3475c7,IBE0244,1772885557,1772965314,LEMD,LEMD,2026-03-07 12:12:37+00:00,2026-03-07 12:00:00+00:00
aa944a,AAL749,1772885460,1772916025,LEMD,KCLT,2026-03-07 12:11:00+00:00,2026-03-07 12:00:00+00:00
4bc84c,PGT3DQ,1772885349,1772898419,LEMD,LTFJ,2026-03-07 12:09:09+00:00,2026-03-07 12:00:00+00:00
02005a,RAM973C,1772885280,1772888955,LEMD,,2026-03-07 12:08:00+00:00,2026-03-07 12:00:00+00:00
407536,BAW461,1772885179,1772891722,LEMD,EGLL,2026-03-07 12:06:19+00:00,2026-03-07 12:00:00+00:00
e4998a,PSRDR,1772885070,1772890980,LEMD,LIMC,2026-03-07 12:04:30+00:00,2026-03-07 12:00:00+00:00
346146,IBE0107,1772885036,1772929330,LEMD,SADS,2026-03-07 12:03:56+00:00,2026-03-07 12:00:00+00:00
aa8315,AAL37,1772884884,1772925850,LEMD,KDFW,2026-03-07 12:01:24+00:00,2026-03-07 12:00:00+00:00
4d224f,RYR39BJ,1772884734,1772890375,LEMD,LIMF,2026-03-07 11:58:54+00:00,2026-03-07 11:00:00+00:00
344345,IBE03LL,1772884627,1772914952,LEMD,TJSJ,2026-03-07 11:57:07+00:00,2026-03-07 11:00:00+00:00
01025c,MSC3118,1772884569,1772894995,LEMD,,2026-03-07 11:56:09+00:00,2026-03-07 11:00:00+00:00
c06a7b,TSC385,1772884510,1772912804,LEMD,CYUL,2026-03-07 11:55:10+00:00,2026-03-07 11:00:00+00:00
3991e8,AFR39DT,1772884487,1772890151,LEMD,LFPG,2026-03-07 11:54:47+00:00,2026-03-07 11:00:00+00:00
44ce72,BEL7AD,1772884411,1772891391,LEMD,EBMB,2026-03-07 11:53:31+00:00,2026-03-07 11:00:00+00:00
48c2a4,RYR78YP,1772884339,1772894787,LEMD,EPKK,2026-03-07 11:52:19+00:00,2026-03-07 11:00:00+00:00
348249,IBE03CG,1772884260,1772911327,LEMD,KBOS,2026-03-07 11:51:00+00:00,2026-03-07 11:00:00+00:00
34810b,IBE02FW,1772883934,1772912001,LEMD,KJFK,2026-03-07 11:45:34+00:00,2026-03-07 11:00:00+00:00
4d23fa,RYR55VD,1772883737,1772887407,LEMD,LEPA,2026-03-07 11:42:17+00:00,2026-03-07 11:00:00+00:00
4d0233,SVW51XL,1772883633,1772888603,LEMD,LSGG,2026-03-07 11:40:33+00:00,2026-03-07 11:00:00+00:00
345319,IBE0221,1772883592,1772922635,LEMD,MGGT,2026-03-07 11:39:52+00:00,2026-03-07 11:00:00+00:00
347219,IBE07LZ,1772883541,1772890703,LEMD,EHAM,2026-03-07 11:39:01+00:00,2026-03-07 11:00:00+00:00
3c65cb,DLH27Y,1772883463,1772890615,LEMD,EDDM,2026-03-07 11:37:43+00:00,2026-03-07 11:00:00+00:00
34604e,IBE0137,1772883417,1772887030,LEMD,,2026-03-07 11:36:57+00:00,2026-03-07 11:00:00+00:00
4a08eb,ROT416M,1772883397,1772895029,LEMD,LROP,2026-03-07 11:36:37+00:00,2026-03-07 11:00:00+00:00
345597,ANE78XP,1772883330,1772885014,LEMD,LEPP,2026-03-07 11:35:30+00:00,2026-03-07 11:00:00+00:00
3465d4,IBB60SP,1772883143,1772891080,LEMD,,2026-03-07 11:32:23+00:00,2026-03-07 11:00:00+00:00
348212,IBB40MW,1772883034,1772890918,LEMD,,2026-03-07 11:30:34+00:00,2026-03-07 11:00:00+00:00
344481,IBE07SY,1772883000,1772892230,LEMD,EDDH,2026-03-07 11:30:00+00:00,2026-03-07 11:00:00+00:00
344459,AEA85DC,1772882929,1772890758,LEMD,,2026-03-07 11:28:49+00:00,2026-03-07 11:00:00+00:00
